effect_id,target_type,counter_min,counter_max,text,comment
137,0,0,0,rain-dance,Changes the weather to rain for five turns$ during which []{type:water} moves inflict 50% extra damage$ and []{type:fire} moves inflict half damage.If the user is holding []{item:damp-rock}$ this effect lasts for eight turns.[]{move:thunder} has 100% accuracy.  If the target has used []{move:detect} or []{move:protect}$ []{move:thunder} has a (100 - accuracy)% chance to break through the protection.[]{move:solar-beam} has half power.[]{move:moonlight}$ []{move:morning-sun}$ and []{move:synthesis} heal only 1/4 of the user's max [HP]{mechanic:hp}.Pokémon with []{ability:swift-swim} have doubled original [Speed]{mechanic:speed}.Pokémon with []{ability:forecast} become []{type:water}.Pokémon with []{ability:dry-skin} heal 1/8 max [HP]{mechanic:hp}$ Pokémon with []{ability:hydration} are cured of [major status effects]{mechanic:major-status-effects}$ and Pokémon with []{ability:rain-dish} heal 1/16 max [HP]{mechanic:hp} at the end of each turn.
138,0,0,0,sunny-day,Changes the weather to sunshine for five turns$ during which []{type:fire} moves inflict 50% extra damage$ and []{type:water} moves inflict half damage.If the user is holding []{item:heat-rock}$ this effect lasts for eight turns.Pokémon cannot become [frozen]{mechanic:frozen}.[]{move:thunder} has 50% accuracy.[]{move:solar-beam} skips its charge turn.[]{move:moonlight}$ []{move:morning-sun}$ and []{move:synthesis} heal 2/3 of the user's max [HP]{mechanic:hp}.Pokémon with []{ability:chlorophyll} have doubled original [Speed]{mechanic:speed}.Pokémon with []{ability:forecast} become []{type:fire}.Pokémon with []{ability:leaf-guard} are not affected by [major status effects]{mechanic:major-status-effects}.Pokémon with []{ability:flower-gift} change form; every Pokémon on their side of the [field]{mechanic:field} have their original [Attack]{mechanic:attack} and [Special Attack]{mechanic:special-attack} increased by 50%.Pokémon with []{ability:dry-skin} lose 1/8 max [HP]{mechanic:hp} at the end of each turn.Pokémon with []{ability:solar-power} have their original [Special Attack]{mechanic:special-attack} raised by 50% but lose 1/8 their max [HP]{mechanic:hp} at the end of each turn.
143,0,0,0,belly-drum,User pays half its max [HP]{mechanic:hp} to raise its [Attack]{mechanic:attack} to +6 [stages]{mechanic:stage}.  If the user cannot pay the [HP]{mechanic:hp} cost$ this move will [fail]{mechanic:fail}.
144,0,0,0,psych-up,Discards the user's [stat changes]{mechanic:stat-changes} and copies the target's.This move cannot be copied by []{move:mirror-move}.
145,0,0,0,mirror-coat,Targets the last opposing Pokémon to hit the user with a [special]{mechanic:special} move this turn.  Inflicts twice the damage that move did to the user.  If there is no eligible target$ this move will [fail]{mechanic:fail}.  Type immunity applies$ but other type effects are ignored.This move cannot be copied by []{move:mirror-move}$ nor selected by []{move:assist} or []{move:metronome}.
146,1,1,1,skull-bash,Inflicts [regular damage]{mechanic:regular-damage}.  Raises the user's [Defense]{mechanic:defense} by one [stage]{mechanic:stage}.  User then charges for one turn before attacking.This move cannot be selected by []{move:sleep-talk}.
147,1,0,0,twister,Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to make each target [flinch]{mechanic:flinch}.If the target is under the effect of []{move:bounce}$ []{move:fly}$ or []{move:sky-drop}$ this move will hit with double power.
148,1,0,0,earthquake,Inflicts [regular damage]{mechanic:regular-damage}.If the target is in the first turn of []{move:dig}$ this move will hit with double power.
149,1,2,2,,Deals damage after 2 turns
150,1,1,0,,double damage if opponent is using fly/bounce
151,1,1,0,,double damage if opponent has used minimize
152,1,1,1,solar-beam,Inflicts [regular damage]{mechanic:regular-damage}.  User charges for one turn before attacking.During []{move:sunny-day}$ the charge turn is skipped.During []{move:hail}$ []{move:rain-dance}$ or []{move:sandstorm}$ power is halved.This move cannot be selected by []{move:sleep-talk}.
156,0,1,1,{attacker} flew into the sky!,fly up on one turn$ attack on next
157,0,-1,-1,defense-curl,Raises user's [Defense]{mechanic:defense} by one [stage]{mechanic:stage}.After this move is used$ the power of []{move:ice-ball} and []{move:rollout} are doubled until the user leaves the [field]{mechanic:field}.
159,1,0,0,fake-out,Inflicts [regular damage]{mechanic:regular-damage}.  Causes the target to []{mechanic:flinch}.  Can only be used on the user's first turn after entering the [field]{mechanic:field}.
160,1,2,5,uproar,Inflicts [regular damage]{mechanic:regular-damage}.  User is forced to use this move for 2–5 turns$ selected at random.  All Pokémon on the [field]{mechanic:field} wake up$ and none can fall to [sleep]{mechanic:sleep} until the lock-in ends.Pokémon cannot use []{move:rest} during this effect.This move cannot be selected by []{move:sleep-talk}.
165,0,0,0,hail,Changes the weather to hail for five turns$ during which non-[]{type:ice} Pokémon are damaged for 1/16 their max [HP]{mechanic:hp} at the end of every turn.If the user is holding []{item:icy-rock}$ this effect lasts for eight turns.[]{move:blizzard} has 100% accuracy.  If the target has used []{move:detect} or []{move:protect}$ []{move:blizzard} has a (100 - accuracy)% chance to break through the protection.[]{move:moonlight}$ []{move:morning-sun}$ and []{move:synthesis} heal only 1/4 of the user's max [HP]{mechanic:hp}.Pokémon with []{ability:snow-cloak} are exempt from this effect's damage.
166,1,-1,-1,torment,Prevents the target from attempting to use the same move twice in a row.  When the target leaves the [field]{mechanic:field}$ this effect ends.If the target is forced to attempt a repeated move due to []{item:choice-band}$ []{item:choice-scarf}$ []{item:choice-specs}$ []{move:disable}$ []{move:encore}$ []{move:taunt}$ only having [PP]{mechanic:pp} remaining for one move$ or any other effect$ the target will use []{move:struggle} instead.  The target is then free to use the forced move next turn$ as it didn't use that move this turn.
170,1,0,0,facade,Inflicts [regular damage]{mechanic:regular-damage}.  If the user is [burned]{mechanic:burned}$ [paralyzed]{mechanic:paralyzed}$ or [poisoned]{mechanic:poisoned}$ this move has double power.
171,1,0,0,focus-punch,Inflicts [regular damage]{mechanic:regular-damage}.  If the user takes damage this turn before hitting$ this move will [fail]{mechanic:fail}.This move cannot be copied by []{move:mirror-move}$ nor selected by []{move:assist}$ []{move:metronome}$ or []{move:sleep-talk}.
172,1,0,0,smelling-salts,Inflicts [regular damage]{mechanic:regular-damage}.  If the target is [paralyzed]{mechanic:paralyzed}$ this move has double power$ and the target is cured of its [paralysis]{mechanic:paralysis}.
174,1,0,0,nature-power,Uses another move chosen according to the terrain.Terrain                   | Selected move------------------------- | ------------------Building                  | []{move:tri-attack}Cave                      | []{move:rock-slide}Deep water                | []{move:hydro-pump}Desert                    | []{move:earthquake}Grass                     | []{move:seed-bomb}Mountain                  | []{move:rock-slide}Road                      | []{move:earthquake}Shallow water             | []{move:hydro-pump}Snow                      | []{move:blizzard}Tall grass                | []{move:seed-bomb}[]{move:electric-terrain} | []{move:thunderbolt}[]{move:grassy-terrain}   | []{move:energy-ball}[]{move:misty-terrain}    | []{move:moonblast}In Pokémon Battle Revolution:Terrain        | Selected move-------------- | ------------------Courtyard      | []{move:tri-attack}Crystal        | []{move:rock-slide}Gateway        | []{move:hydro-pump}Magma          | []{move:rock-slide}Main Street    | []{move:tri-attack}Neon           | []{move:tri-attack}Stargazer      | []{move:rock-slide}Sunny Park     | []{move:seed-bomb}Sunset         | []{move:earthquake}Waterfall      | []{move:seed-bomb}This move cannot be copied by []{move:mirror-move}.
175,0,1,1,charge,Raises the user's [Special Defense]{mechanic:special-defense} by one [stage]{mechanic:stage}.  If the user uses an []{type:electric} move next turn$ its power will be doubled.
176,1,3,5,taunt,Target is forced to only use damaging moves for the next 3–5 turns$ selected at random.  Moves that select other moves not known in advance do not count as damaging.[]{move:assist}$ []{move:copycat}$ []{move:me-first}$ []{move:metronome}$ []{move:mirror-move}$ and []{move:sleep-talk} do not directly inflict damage and thus may not be used.[]{move:bide}$ []{move:counter}$ []{move:endeavor}$ []{move:metal-burst}$ and []{move:mirror-coat} are allowed.
179,0,-1,-1,role-play,User's ability is replaced with the target's until the user leaves the [field]{mechanic:field}.  Ignores [accuracy]{mechanic:accuracy} and [evasion]{mechanic:evasion} modifiers.If the target has []{ability:flower-gift}$ []{ability:forecast}$ []{ability:illusion}$ []{ability:imposter}$ []{ability:multitype}$ []{ability:stance-change}$ []{ability:trace}$ []{ability:wonder-guard}$ or []{ability:zen-mode}$ this move will [fail]{mechanic:fail}.This move cannot be copied by []{move:mirror-move}.
180,0,1,1,wish,At the end of the next turn$ user will be healed for half its max [HP]{mechanic:hp}.  If the user is [switched out]{mechanic:switched-out}$ its replacement will be healed instead for half of the user's max HP.  If the user [faint]{mechanic:faint}s or is forcefully switched by []{move:roar} or []{move:whirlwind}$ this effect will not activate.
181,0,0,0,assist,Uses a move from another Pokémon in the user's party$ both selected at random.  Moves from fainted Pokémon can be used.  If there are no eligible Pokémon or moves$ this move will [fail]{mechanic:fail}.This move will not select []{move:assist}$ []{move:chatter}$ []{move:circle-throw}$ []{move:copycat}$ []{move:counter}$ []{move:covet}$ []{move:destiny-bond}$ []{move:detect}$ []{move:dig}$ []{move:dive}$ []{move:dragon-tail}$ []{move:endure}$ []{move:feint}$ []{move:fly} []{move:focus-punch}$ []{move:follow-me}$ []{move:helping-hand}$ []{move:me-first}$ []{move:metronome}$ []{move:mimic}$ []{move:mirror-coat}$ []{move:mirror-move}$ []{move:phantom-force} []{move:protect}$ []{move:quick-guard}$ []{move:roar} []{move:shadow-force}$ []{move:sketch}$ []{move:sleep-talk}$ []{move:snatch}$ []{move:struggle}$ []{move:switcheroo}$ []{move:thief}$ []{move:trick}$ []{move:whirlwind}$ or []{move:wide-guard}.This move cannot be copied by []{move:mirror-move}$ nor selected by []{move:metronome} or []{move:sleep-talk}.
182,0,-1,-1,ingrain,Prevents the user from [switching out]{mechanic:switching-out}.  User regains 1/16 of its max [HP]{mechanic:hp} at the end of every turn.  If the user was immune to []{type:ground} attacks$ it will now take normal damage from them.[]{move:roar} and []{move:whirlwind} will not affect the user.  The user cannot use []{move:magnet-rise}.The user may still use []{move:u-turn} to leave the [field]{mechanic:field}.This effect can be passed with []{move:baton-pass}.
184,0,0,0,magic-coat,The first non-damaging move targeting the user this turn that inflicts [major status effect]{mechanic:major-status-effect}s$ [stat change]{mechanic:stat-change}s$ or [trap]{mechanic:trap}ping effects will be reflected at its user.[]{move:defog}$ []{move:memento}$ and []{move:teeter-dance} are not reflected.[]{move:attract}$ []{move:flatter}$ []{move:gastro-acid}$ []{move:leech-seed}$ []{move:swagger}$ []{move:worry-seed}$ and []{move:yawn} are reflected.This move cannot be copied by []{move:mirror-move}.
186,1,-1,-1,,Deals double damage if the user was already damaged this turn
187,1,0,0,brick-break,Destroys any []{move:light-screen} or []{move:reflect} on the target's side of the [field]{mechanic:field}$ then inflicts [regular damage]{mechanic:regular-damage}.
188,1,1,1,yawn,Puts the target to [sleep]{mechanic:sleep} at the end of the next turn.  Ignores [accuracy]{mechanic:accuracy} and [evasion]{mechanic:evasion} modifiers.  If the target leaves the [field]{mechanic:field}$ this effect is canceled.  If the target has a status effect when this move is used$ this move will [fail]{mechanic:fail}.If the target is protected by []{move:safeguard} when this move is used$ this move will [fail]{mechanic:fail}.[]{ability:insomnia} and []{ability:vital-spirit} prevent the [sleep]{mechanic:sleep} if the target has either at the end of the next turn$ but will not cause this move to [fail]{mechanic:fail} on use.
190,1,0,0,endeavor,Inflicts exactly enough damage to lower the target's [HP]{mechanic:hp} to equal the user's.  If the target's HP is not higher than the user's$ this move has no effect.  Type immunity applies$ but other type effects are ignored.  This effect counts as damage for moves that respond to damage.
191,1,-1,-1,,Dealers greater damage the greater % the user's current health
192,1,-1,-1,skill-swap,User and target switch abilities.  Ignores [accuracy]{mechanic:accuracy} and [evasion]{mechanic:evasion} modifiers.If either Pokémon has []{ability:multitype} or []{ability:wonder-guard}$ this move will [fail]{mechanic:fail}.
194,0,0,0,refresh,Removes a [burn]{mechanic:burn}$ [paralysis]{mechanic:paralysis}$ or [poison]{mechanic:poison} from the user.
197,1,0,0,,does more damage based on enemy weight
198,1,0,0,secret-power,Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to inflict an effect chosen according to the terrain.Terrain        | Effect-------------- | -------------------------------------------------------------Building       | [Paralyze]{mechanic:paralyze}s targetCave           | Makes target [flinch]{mechanic:flinch}Deep water     | Lowers target's [Attack]{mechanic:attack} by one [stage]{mechanic:stage}Desert         | Lowers target's [accuracy]{mechanic:accuracy} by one [stage]{mechanic:stage}Grass          | Puts target to [sleep]{mechanic:sleep}Mountain       | Makes target [flinch]{mechanic:flinch}Road           | Lowers target's [accuracy]{mechanic:accuracy} by one [stage]{mechanic:stage}Shallow water  | Lowers target's [Attack]{mechanic:attack} by one [stage]{mechanic:stage}Snow           | [Freezes]{mechanic:freezes} targetTall grass     | Puts target to [sleep]{mechanic:sleep}In Pokémon Battle Revolution:Terrain        | Effect-------------- | -------------------------------------------------------------Courtyard      | [Paralyze]{mechanic:paralyze}s targetCrystal        | Makes target [flinch]{mechanic:flinch}Gateway        | Lowers target's [Attack]{mechanic:attack} by one [stage]{mechanic:stage}Magma          | Makes target [flinch]{mechanic:flinch}Main Street    | [Paralyze]{mechanic:paralyze}s targetNeon           | [Paralyze]{mechanic:paralyze}s targetStargazer      | Makes target [flinch]{mechanic:flinch}Sunny Park     | Puts target to [sleep]{mechanic:sleep}Sunset         | Lowers target's [accuracy]{mechanic:accuracy} by one [stage]{mechanic:stage}Waterfall      | Puts target to [sleep]{mechanic:sleep}
201,1,0,0,blaze-kick,Inflicts [regular damage]{mechanic:regular-damage}.  User's [critical hit]{mechanic:critical-hit} rate is one level higher when using this move. Has a $effect_chance% chance to [burn]{mechanic:burn} the target.
202,1,-1,-1,mud-sport,[]{type:electric} moves inflict half damage$ regardless of target.  If the user leaves the [field]{mechanic:field}$ this effect ends.
203,1,-1,-1,poison-fang,Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [badly poison]{mechanic:badly-poison} the target.
204,1,0,0,weather-ball,Inflicts [regular damage]{mechanic:regular-damage}.  If a weather move is active$ this move has double power$ and its type becomes the type of the weather move.  []{move:shadow-sky} is typeless for the purposes of this move.
208,1,0,0,sky-uppercut,Inflicts [regular damage]{mechanic:regular-damage}.This move can hit Pokémon under the effect of []{move:bounce}$ []{move:fly}$ or []{move:sky-drop}.
211,1,-1,-1,water-sport,[]{type:fire} moves inflict half damage$ regardless of target.  If the user leaves the [field]{mechanic:field}$ this effect ends.
214,0,-1,-1,camouflage,User's type changes according to the terrain.Terrain        | New type-------------- | --------------Building       | []{type:normal}Cave           | []{type:rock}Desert         | []{type:ground}Grass          | []{type:grass}Mountain       | []{type:rock}Ocean          | []{type:water}Pond           | []{type:water}Road           | []{type:ground}Snow           | []{type:ice}Tall grass     | []{type:grass}In Pokémon Battle Revolution:Terrain        | New type-------------- | --------------Courtyard      | []{type:normal}Crystal        | []{type:rock}Gateway        | []{type:water}Magma          | []{type:rock}Main Street    | []{type:normal}Neon           | []{type:normal}Stargazer      | []{type:rock}Sunny Park     | []{type:grass}Sunset         | []{type:ground}Waterfall      | []{type:grass}
215,0,0,0,roost,Heals the user for half its max [HP]{mechanic:hp}.  If the user is []{type:flying}$ its []{type:flying} type is ignored until the end of this turn.
216,0,5,5,gravity,For five turns (including this one)$ all immunities to []{type:ground} moves are disabled.  For the duration of this effect$ the [evasion]{mechanic:evasion} of every Pokémon on the field is lowered by two [stages]{mechanic:stage}.  Cancels the effects of []{move:bounce}$ []{move:fly}$ and []{move:sky-drop}.Specifically$ []{type:flying} Pokémon and those with []{ability:levitate} or that have used []{move:magnet-rise} are no longer immune to []{type:ground} attacks$ []{ability:arena-trap}$ []{move:spikes}$ or []{move:toxic-spikes}.[]{move:bounce}$ []{move:fly}$ []{move:sky-drop}$ []{move:high-jump-kick}$ []{move:jump-kick}$ and []{move:splash} cannot be used while this move is in effect.*Bug*: If this move is used during a double or triple battle while Pokémon are under the effect of []{move:sky-drop}$ Sky Drop's effect is not correctly canceled on its target$ and it remains high in the air indefinitely.  As Sky Drop prevents the target from acting$ the only way to subsequently remove it from the field is to faint it.
217,0,-1,-1,miracle-eye,Resets the target's [evasion]{mechanic:evasion} to normal and prevents any further boosting until the target leaves the [field]{mechanic:field}.  A []{type:dark} Pokémon under this effect takes normal damage from []{type:psychic} moves.  This move itself ignores [accuracy]{mechanic:accuracy} and [evasion]{mechanic:evasion} modifiers.
218,1,0,0,wake-up-slap,Inflicts [regular damage]{mechanic:regular-damage}.  If the target is [sleep]{mechanic:sleep}ing$ this move has double power$ and the target wakes up.
220,1,0,0,gyro-ball,Inflicts [regular damage]{mechanic:regular-damage}.  Power increases with the target's current [Speed]{mechanic:speed} compared to the user$ given by `1 + 25 * target Speed / user Speed`$ capped at 150.
222,1,0,0,brine,Inflicts [regular damage]{mechanic:regular-damage}.  If the target has less than half its max [HP]{mechanic:hp} remaining$ this move has double power.
226,0,3,3,tailwind,For the next three turns$ all Pokémon on the user's side of the [field]{mechanic:field} have their original [Speed]{mechanic:speed} doubled.  This effect remains if the user leaves the [field]{mechanic:field}.
227,0,0,0,acupressure,Raises one of the target's stats by two [stages]{mechanic:stage}.  The raised stat is chosen at random from any stats that can be raised by two stages.  If no stat is eligible$ this move will [fail]{mechanic:fail}.If the target has a []{move:substitute}$ this move will have no effect$ even if the user is the target.This move cannot be copied by []{move:mirror-move}.
228,1,0,0,metal-burst,Targets the last opposing Pokémon to hit the user with a damaging move this turn.  Inflicts 1.5× the damage that move did to the user.  If there is no eligible target$ this move will [fail]{mechanic:fail}.  Type immunity applies$ but other type effects are ignored.
231,1,0,0,payback,Inflicts [regular damage]{mechanic:regular-damage}.  If the target uses a move or [switches out]{mechanic:switches-out} this turn before this move is used$ this move has double power.
232,1,0,0,assurance,Inflicts [regular damage]{mechanic:regular-damage}.  If the target takes damage this turn for any reason before this move is used$ this move has double power.
235,1,0,0,psycho-shift,If the user has a [major status effect]{mechanic:major-status-effect} and the target does not$ the user's status is transferred to the target.
236,1,0,0,trump-card,Inflicts [regular damage]{mechanic:regular-damage}.  Power is determined by the [PP]{mechanic:pp} remaining for this move$ after its [PP]{mechanic:pp} cost is deducted.  Ignores [accuracy]{mechanic:accuracy} and [evasion]{mechanic:evasion} modifiers.PP remaining | Power------------ | ----:4 or more    |    403            |    502            |    601            |    800            |   200If this move is activated by another move$ the activating move's [PP]{mechanic:pp} is used to calculate power.
237,1,5,5,heal-block,For the next five turns$ the target may not use any moves that only restore [HP]{mechanic:hp}$ and move effects that heal the target are disabled.  Moves that steal [HP]{mechanic:hp} may still be used$ but will only inflict damage and not heal the target.
238,1,0,0,,Power directly relates to the target's relative remaining [HP]{mechanic:hp}$ given by `1 + 120 * current HP / max HP`$ to a maximum of 121.
239,0,-1,-1,power-trick,The user's original [Attack]{mechanic:attack} and [Defense]{mechanic:defense} are swapped.This effect is passed on by []{move:baton-pass}.
240,1,-1,-1,gastro-acid,The target's ability is disabled as long as it remains on the [field]{mechanic:field}.This effect is passed on by []{move:baton-pass}.
241,1,5,5,lucky-chant,For five turns$ opposing Pokémon cannot score [critical hits]{mechanic:critical-hit}.
244,0,-1,-1,power-swap,User swaps its [Attack]{mechanic:attack} and [Special Attack]{mechanic:special-attack} [stat modifiers]{mechanic:stat-modifiers} modifiers with the target.
245,0,-1,-1,guard-swap,User swaps its [Defense]{mechanic:defense} and [Special Defense]{mechanic:special-defense} modifiers with the target.
246,1,0,0,punishment,Inflicts [regular damage]{mechanic:regular-damage}.  Power starts at 60 and is increased by 20 for every [stage]{mechanic:stage} any of the target's stats has been raised$ capping at 200.  [Accuracy]{mechanic:accuracy} and [evasion]{mechanic:evasion} modifiers do not increase this move's power.
247,1,0,0,last-resort,Inflicts [regular damage]{mechanic:regular-damage}.  This move can only be used if each of the user's other moves has been used at least once since the user entered the [field]{mechanic:field}.  If this is the user's only move$ this move will [fail]{mechanic:fail}.
248,1,-1,-1,worry-seed,Changes the target's ability to []{ability:insomnia}.If the target's ability is []{ability:truant} or []{ability:multitype}$ this move will [fail]{mechanic:fail}.
249,1,0,0,sucker-punch,Inflicts [regular damage]{mechanic:regular-damage}.  If the target has not selected a damaging move this turn$ or if the target has already acted this turn$ this move will [fail]{mechanic:fail}.This move is not affected by []{ability:iron-fist}.
250,1,-1,-1,toxic-spikes,Scatters poisoned spikes around the opposing [field]{mechanic:field}$ which [poison]{mechanic:poison} opposing Pokémon that enter the [field]{mechanic:field}.  A second layer of these spikes may be laid down$ in which case Pokémon will be [badly poison]{mechanic:badly-poison}ed instead.  Pokémon immune to either []{type:ground} moves or being [poison]{mechanic:poison}ed are immune to this effect.  Pokémon otherwise immune to []{type:ground} moves are affected during []{move:gravity}.If a []{type:poison} Pokémon not immune to []{type:ground} moves enters a [field]{mechanic:field} covered with poisoned spikes$ the spikes are removed.[]{move:rapid-spin} will remove this effect from its user's side of the [field]{mechanic:field}.  []{move:defog} will remove this effect from its target's side of the [field]{mechanic:field}.This move does not trigger []{ability:synchronize}$ unless the Pokémon with []{ability:synchronize} was forced to enter the [field]{mechanic:field} by another effect such as []{move:roar}.Pokémon entering the [field]{mechanic:field} due to []{move:baton-pass} are not affected by this effect.
251,1,-1,-1,heart-swap,User swaps its [stat modifiers]{mechanic:stat-modifiers} with the target.
252,0,-1,-1,aqua-ring,Restores 1/16 of the user's max [HP]{mechanic:hp} at the end of each turn.  If the user leaves the [field]{mechanic:field}$ this effect ends.This effect is passed on by []{move:baton-pass}.
253,0,5,5,magnet-rise,For five turns$ the user is immune to []{type:ground} moves.If the user is under the effect of []{move:ingrain} or has []{ability:levitate}$ this move will [fail]{mechanic:fail}.This effect is temporarily disabled by and cannot be used during []{move:gravity}.This effect is passed on by []{move:baton-pass}.
254,1,0,0,flare-blitz,Inflicts [regular damage]{mechanic:regular-damage}.  User takes 1/3 the damage it inflicts in recoil.  Has a $effect_chance% chance to [burn]{mechanic:burn} the target.  [Frozen]{mechanic:frozen} Pokémon may use this move$ in which case they will thaw.
256,1,1,1,dive,Inflicts [regular damage]{mechanic:regular-damage}.  User dives underwater for one turn$ becoming immune to attack$ and hits on the second turn.During the immune turn$ []{move:surf}$ and []{move:whirlpool} still hit the user normally$ and their power is doubled if appropriate.The user may be hit during its immune turn if under the effect of []{move:lock-on}$ []{move:mind-reader}$ or []{ability:no-guard}.This move cannot be selected by []{move:sleep-talk}.
257,1,1,1,dig,Inflicts [regular damage]{mechanic:regular-damage}.  User digs underground for one turn$ becoming immune to attack$ and hits on the second turn.During the immune turn$ []{move:earthquake}$ []{move:fissure}$ and []{move:magnitude} still hit the user normally$ and their power is doubled if appropriate.The user may be hit during its immune turn if under the effect of []{move:lock-on}$ []{move:mind-reader}$ or []{ability:no-guard}.This move cannot be selected by []{move:sleep-talk}.
258,1,0,0,,double damage if opponent using dive
259,0,0,0,defog,Lowers the target's [evasion]{mechanic:evasion} by one [stage]{mechanic:stage}.  Clears away fog.  Removes the effects of []{move:mist}$ []{move:light-screen}$ []{move:reflect}$ []{move:safeguard}$ []{move:spikes}$ []{move:stealth-rock}$ and []{move:toxic-spikes} from the target's side of the [field]{mechanic:field}.If the target is protected by []{move:mist}$ it will prevent the [evasion]{mechanic:evasion} change$ then be removed by this move.
260,0,5,5,trick-room,For five turns (including this one)$ slower Pokémon will act before faster Pokémon.  Move priority is not affected.  Using this move when its effect is already active will end the effect.Pokémon holding []{item:full-incense}$ []{item:lagging-tail}$ or []{item:quick-claw} and Pokémon with []{ability:stall} ignore this effect.
262,1,2,5,whirlpool,Inflicts [regular damage]{mechanic:regular-damage}.  For the next 2–5 turns$ the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the [field]{mechanic:field}$ this effect ends.Has a 3/8 chance each to hit 2 or 3 times$ and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.If the target is in the first turn of []{move:dive}$ this move will hit with double power.
264,1,1,1,bounce,Inflicts [regular damage]{mechanic:regular-damage}.  User bounces high into the air for one turn$ becoming immune to attack$ and hits on the second turn.  Has a $effect_chance% chance to [paralyze]{mechanic:paralyze} the target.During the immune turn$ []{move:gust}$ []{move:hurricane}$ []{move:sky-uppercut}$ []{move:smack-down}$ []{move:thunder}$ and []{move:twister} still hit the user normally.  []{move:gust} and []{move:twister} also have double power against the user.The damage from []{move:hail} and []{move:sandstorm} still applies during the immune turn.The user may be hit during its immune turn if under the effect of []{move:lock-on}$ []{move:mind-reader}$ or []{ability:no-guard}.This move cannot be used while []{move:gravity} is in effect.This move cannot be selected by []{move:sleep-talk}.
266,1,0,0,captivate,Lowers the target's [Special Attack]{mechanic:special-attack} by two [stages]{mechanic:stage}.  If the user and target are the same gender$ or either is genderless$ this move will [fail]{mechanic:fail}.
267,1,-1,-1,Sharp stones damage {defender}.,stealth rock$ 1/8 damage per substitution$ affected by super/not very effect multipliers but not stab
273,0,1,1,{attacker} disappeared!,disappear for one turn$ then attack
283,1,0,0,psyshock,Inflicts [regular damage]{mechanic:regular-damage}.  Damage calculation always uses the target's [Defense]{mechanic:defense}$ regardless of this move's damage class.
284,1,0,0,venoshock,Inflicts [regular damage]{mechanic:regular-damage}.  If the target is [poisoned]{mechanic:poisoned}$ this move has double power.
288,1,-1,-1,smack-down,Inflicts [regular damage]{mechanic:regular-damage}.  Removes the target's [immunity]{mechanic:immune} to []{type:ground}-type damage.  This effect removes any existing Ground immunity due to []{ability:levitate}$ []{move:magnet-rise}$ or []{move:telekinesis}$ and causes the target's []{type:flying} type to be ignored when it takes Ground damage.If the target isn't immune to Ground damage$ this move will [fail]{mechanic:fail}.This move can hit Pokémon under the effect of []{move:bounce}$ []{move:fly}$ or []{move:sky-drop}$ and ends the effect of Bounce or Fly.
292,1,0,0,heavy-slam,Inflicts [regular damage]{mechanic:regular-damage}.  The greater the user's weight compared to the target's$ the higher power this move has$ to a maximum of 120.User's weight                    | Power-------------------------------- | ----:Up to 2× the target's weight     |    40Up to 3× the target's weight     |    60Up to 4× the target's weight     |    80Up to 5× the target's weight     |   100More than 5× the target's weight |   120
293,1,0,0,synchronoise,Inflicts [regular damage]{mechanic:regular-damage}.  Only Pokémon that share a type with the user will take damage from this move.
294,1,0,0,electro-ball,Inflicts [regular damage]{mechanic:regular-damage}.  The greater the user's [Speed]{mechanic:speed} compared to the target's$ the higher power this move has$ to a maximum of 150.User's Speed                     | Power-------------------------------- | ----:Up to 2× the target's Speed      |    60Up to 3× the target's Speed      |    80Up to 4× the target's Speed      |   120More than 4× the target's Speed  |   150
295,1,-1,-1,soak,Changes the target to pure []{type:water}-type until it leaves the field.  If the target has []{ability:multitype}$ this move will [fail]{mechanic:fail}.
298,1,-1,-1,foul-play,Inflicts [regular damage]{mechanic:regular-damage}.  Damage is calculated using the target's attacking stat rather than the user's.
310,0,-1,-1,heal-pulse,Heals the target for half its max [HP]{mechanic:hp}.
311,1,-1,-1,hex,Inflicts [regular damage]{mechanic:regular-damage}.  If the target has a [major status ailment]{mechanic:major-status-ailment}$ this move has double power.
317,0,-1,-1,growth,Raises the user's [Attack]{mechanic:attack} and [Special Attack]{mechanic:special-attack} by one [stage]{mechanic:stage} each.  During []{move:sunny-day}$ raises both stats by two stages.
319,1,-1,-1,reflect-type,User's type changes to match the target's.
320,1,0,0,retaliate,Inflicts [regular damage]{mechanic:regular-damage}.  If a friendly Pokémon fainted on the previous turn$ this move has double power.
